''<small>biological</small>  gender''  –  '''lo te seksi'''

''<small>method of</small>  vaccination''  –  '''lo ve jinku'''

''<small>in other</small>  words''  –  '''va&apos;i'''

''%''  –  '''ce&apos;i'''

''&#44; (comma)''  –  '''slaka bu'''

''&apos; (letter)''  –  '''y&apos;y'''

''( (bracket)''  –  '''vei'''

'') (bracket)''  –  '''ve&apos;o'''

''+ (addition operator)''  –  '''su&apos;i'''

''. (symbol)''  –  '''denpa bu'''

''/ (division operator)''  –  '''fe&apos;i'''

''clearly''  –  '''li&apos;a'''

''clever''  –  '''lo stati'''

''<small>to</small> climb on''  –  '''cpare'''

''clock''  –  '''lo junla'''

''<small>to</small> close''  –  '''jai gau ganlo'''

''closed''  –  '''lo ganlo'''

''cloth''  –  '''lo bukpu'''

''cloud''  –  '''lo dilnu'''

''<small>rain</small> cloud''  –  '''lo te carvi'''

''club (association)''  –  '''lo bende'''

''clump''  –  '''lo punli'''

''clumsy''  –  '''lo juxre'''

''<small>to</small> clutch''  –  '''jgari'''

''cmevla (Lojban word ending in a consonant)''  –  '''lo cmevla'''

''coach''  –  '''lo aftobuso'''

''coal''  –  '''lo kolme'''

''coast''  –  '''lo se zbani'''

''cockroach''  –  '''lo blato'''

''coconut''  –  '''lo kokso'''

''coffee''  –  '''lo ckafi'''

''coin''  –  '''lo sicni'''

''colander''  –  '''lo te rinci'''

''cold''  –  '''lo lenku'''

''collar''  –  '''lo karli'''

''<small>to</small> collide with''  –  '''janli'''

''color''  –  '''lo se skari'''

''color of ink''  –  '''lo se xinmo'''

''colored''  –  '''lo skari'''

''colour''  –  '''lo se skari'''

''coloured''  –  '''lo skari'''

''comb''  –  '''lo kombitu'''

''<small>to</small> combine''  –  '''jmina'''

''<small>to</small> come''  –  '''klama'''

''come on! (instigation''  –  '''e&apos;e'''

''comfortable''  –  '''lo kufra'''

''comma (symbol)''  –  '''slaka bu'''

''command (order)''  –  '''lo te minde'''

''<small>to</small> command''  –  '''minde'''

''commanded''  –  '''lo se minde'''

''commander''  –  '''lo jatna'''

''commander''  –  '''lo minde'''

''<small>to</small> commence''  –  '''cfari'''

''commendable''  –  '''lo zabna'''

''comment''  –  '''lo pinka'''

''committee''  –  '''lo kamni'''

''commodity''  –  '''lo se canja'''

''common''  –  '''lo kampu'''

''common cold (disease)''  –  '''la zukam'''

''<small>in</small> common with ...''  –  '''jo&apos;u'''

''community''  –  '''lo cecmu'''

''<small>member of a</small> community''  –  '''lo se cecmu'''

''community with something public''  –  '''lo se gubni'''

''company''  –  '''lo kagni'''

''compatible''  –  '''lo mapti'''

''compelled by force ...''  –  '''bai'''

''<small>to</small> compete''  –  '''jivna'''

''competent''  –  '''lo kakne, lo certu'''

''competition''  –  '''lo te jivna'''

''competitor''  –  '''lo jivna'''

''<small>to</small> complain about''  –  '''pante'''

''complete''  –  '''lo mulno'''

''<small>to</small> complete''  –  '''jai gau mulno'''

''completing ...''  –  '''mo&apos;u'''

''complex''  –  '''lo pluja'''

''component of a mass''  –  '''lo se gunma'''

''composition of matter''  –  '''lo se marji'''

''compound verb''  –  '''lo tanru'''

''computer''  –  '''lo skami'''

''computer program''  –  '''lo proga'''

''computer program''  –  '''lo se sampla'''

''concealed''  –  '''lo se mipri'''

''<small>to</small> concern (to be on mind of)''  –  '''se pensi'''

''<small>to</small> concern (to be relevant)''  –  '''srana'''

''concurrent''  –  '''lo cabna'''

''condemned''  –  '''lo se dapma'''

''<small>to</small> condense''  –  '''lunsa'''

''condensing''  –  '''lo lunsa'''

''condition (necessary''  –  '''lo sarcu'''

''condition (state)''  –  '''lo tcini'''

''<small>on</small> condition that ...''  –  '''va&apos;o'''

''<small>on</small> condition that ...''  –  '''va&apos;o'''

''<small>under</small> conditions ...''  –  '''va&apos;o'''

''<small>to</small> conduct (guide)''  –  '''gidva'''

''cone''  –  '''lo konju'''

''<small>to</small> confirm''  –  '''tolna&apos;e'''

''<small>to</small> confuse''  –  '''cfipu'''

''confused''  –  '''lo se cfipu'''

''confusing''  –  '''lo cfipu'''

''congruent''  –  '''lo panra'''

''conifer''  –  '''lo ckunu'''

''<small>to</small> conjecture''  –  '''smadi'''

''connected''  –  '''lo jorne'''

''conscious''  –  '''lo sanji'''

''constant''  –  '''lo stodi'''

''<small>to</small> consume''  –  '''xaksu'''

''consumed''  –  '''lo se xaksu'''

''consumer''  –  '''lo xaksu'''

''contacting ...''  –  '''re&apos;o'''

''<small>to</small> contain''  –  '''vasru'''

''contained''  –  '''lo se vasru'''

''container''  –  '''lo vasru'''

''contemptible''  –  '''lo mabla'''

''content of a text''  –  '''lo se uenzi'''

''contents of a bag''  –  '''lo se dakli'''

''contents of a basket''  –  '''lo se lanka'''

''contents of a bottle''  –  '''lo se botpi'''

''contents of a box''  –  '''lo se tanxe'''

''contents of a bucket''  –  '''lo se baktu'''

''contents of a cup''  –  '''lo se kabri'''

''contents of a document''  –  '''lo se uencu'''

''contents of a jelly''  –  '''lo se jduli'''

''contents of a letter''  –  '''lo ve xatra'''

''contents of a magazine''  –  '''lo se karni'''

''contents of a pack''  –  '''lo se bakfu'''

''contents of a pan''  –  '''lo se tansi'''

''contents of a pot''  –  '''lo se patxu'''

''contents of a tube''  –  '''lo te tubnu'''

''contents of a vessel''  –  '''lo se vasru'''

''<small>in</small> context ...''  –  '''ci&apos;e'''

''<small>to</small> continue (persist)''  –  '''ranji'''

''continuously''  –  '''ru&apos;i'''

''<small>to</small> contradict''  –  '''natfe'''

''contradiction''  –  '''lo natfe'''

''contrary to expectation''  –  '''lo ranxi'''

''<small>in</small> contrast''  –  '''ku&apos;i'''

''<small>in</small> control''  –  '''lo jitro'''

''<small>to</small> control''  –  '''jitro'''

''<small>under</small> control''  –  '''lo se jitro'''

''<small>to</small> convince''  –  '''bapli'''

''convinced''  –  '''lo birti'''

''cook''  –  '''lo jukpa'''

''<small>to</small> cook''  –  '''jukpa'''

''cooked food''  –  '''lo se jukpa'''

''cool (nice)''  –  '''lo zabna'''

''copper''  –  '''lo tunka'''

''<small>to</small> copulate''  –  '''gletu'''

''copy''  –  '''lo fukpi'''

''cord''  –  '''lo cilta'''

''cork''  –  '''lo korka'''

''corner''  –  '''lo kojna'''

''corporation''  –  '''lo kagni'''

''correct''  –  '''lo drani'''

''cost (amount of money)''  –  '''lo jdima'''

''<small>to</small> cost''  –  '''rupnu'''

''cotton''  –  '''lo mapni'''

''<small>to</small> cough''  –  '''kafke'''

''<small>to</small> count''  –  '''kancu'''

''<small>to</small> count on''  –  '''lacri'''

''country''  –  '''lo gugde'''

''countryside''  –  '''lo nurma'''

''court (group of judges)''  –  '''loi pajni'''

''cousin''  –  '''lo tamne'''

''<small>to</small> cover''  –  '''punji lo gacri'''

''covered by a curtain''  –  '''lo se murta'''

''cow''  –  '''lo bakni'''

''crack''  –  '''lo fenra'''

''craft''  –  '''lo se larcu'''

''crappy''  –  '''lo mabla'''

''<small>to</small> crash into''  –  '''janli'''

''crayon''  –  '''lo pinsi'''

''crazy action''  –  '''lo fenki'''

''creae''  –  '''lo te polje'''

''cream''  –  '''lo kruji'''

''<small>to</small> create''  –  '''finti'''

''creation (object created)''  –  '''lo se finti'''

''creator''  –  '''lo finti'''

''creature''  –  '''lo danlu'''

''creature''  –  '''lo se finti'''

''creditor of debt''  –  '''lo te dejni'''

''crew''  –  '''lo bende'''

''crime''  –  '''lo zekri'''

''crocodile''  –  '''lo krokodilo'''

''crop field''  –  '''lo te crepu'''

''crops of a garden''  –  '''lo te purdi'''

''<small>to</small> cross''  –  '''klama fo lo kruca'''

''crow''  –  '''lo korvo'''

''crowd (of people)''  –  '''loi prenu'''

''cruel action''  –  '''lo kusru'''

''<small>to</small> crush''  –  '''marxa'''

''crust''  –  '''lo pilka'''

''<small>to</small> cry''  –  '''klaku'''

''<small>to</small> cry out''  –  '''krixa'''

''<small>to</small> cry out''  –  '''krixa'''

''crystal''  –  '''lo krili'''

''cube''  –  '''lo kubli'''

''culture''  –  '''lo kulnu'''

''cup''  –  '''lo kabri'''

''<small>to</small> cure''  –  '''mikce'''

''curious''  –  '''lo kucli'''

''current''  –  '''lo cabna'''

''current (flow)''  –  '''lo flecu'''

''currently''  –  '''ca'''

''curtain''  –  '''lo murta'''

''cushion''  –  '''lo kicne'''

''custom''  –  '''lo tcaci'''

''<small>to</small> cut (erode)''  –  '''sraku'''

''<small>to</small> cut into''  –  '''katna'''

''cutting (abrasive)''  –  '''lo sraku'''

''cyan (color)''  –  '''lo cicna'''

''cylinder''  –  '''lo slanu'''

''D (hex digit)''  –  '''jau'''

''d (letter)''  –  '''dy'''

''damp''  –  '''lo cilmo'''

''<small>to</small> dance''  –  '''dansu'''

''dancer''  –  '''lo dansu'''

''dandy''  –  '''lo zabna'''

''dangerous''  –  '''lo ckape'''

''<small>to</small> dare (be audacious)''  –  '''darsi'''

''dark''  –  '''lo manku'''

''darn! (complaint)''  –  '''oi'''

''data carrier''  –  '''lo te vreji'''

''<small>on</small> date/time ...''  –  '''de&apos;i'''

''datestamp''  –  '''lo detri'''

''daughter''  –  '''lo tixnu'''

''dawn''  –  '''lo cermurse'''

''day (daylight time)''  –  '''lo donri'''

''day (full day)''  –  '''lo djedi'''

''<small>the</small> day before''  –  '''lo prulamdei'''

''<small>the</small> day that follows''  –  '''lo bavlamdei'''

''daytime''  –  '''lo donri'''

''dead''  –  '''lo morsi'''

''dear (of great value)''  –  '''lo dirba'''

''dear me! (surprise)''  –  '''ue'''

''death''  –  '''lo nu morsi, lo nu co&apos;a morsi'''

''debaters''  –  '''lo casnu'''

''debt''  –  '''lo se dejni'''

''debtor''  –  '''lo dejni'''

''<small>to</small> decay''  –  '''fusra'''

''<small>to</small> decide''  –  '''jdice'''

''<small>to</small> decide on''  –  '''cuxna'''

''decoration (ornament)''  –  '''lo jadni'''

''<small>to</small> decrease in''  –  '''jdika'''

''decreasing''  –  '''lo jdika'''

''deep''  –  '''lo condi'''

''deer''  –  '''lo mirli'''

''<small>to</small> defend''  –  '''bandu'''

''deficient''  –  '''lo claxu'''

''<small>to the</small> degree of ...''  –  '''ji&apos;e'''

''delight (happiness)''  –  '''lo ka mutce lo ka gleki, lo ka gleki'''

''delight (pleasure)''  –  '''lo ka se pluka'''

''delightful''  –  '''lo zabna'''

''<small>to</small> demand''  –  '''minde'''

''<small>to</small> demonstrate''  –  '''jarco'''

''demonstrated property''  –  '''lo se jarco'''

''denominator''  –  '''lo te parbi'''

''denominator of a fraction''  –  '''lo te frinu'''

''dense''  –  '''lo denmi'''

''<small>to</small> deny''  –  '''natfe'''

''<small>to</small> depend on (to have a necessary condition)''  –  '''se sarcu'''

''<small>to</small> depend on (to have relation)''  –  '''fancu'''

''deplorable''  –  '''lo mabla'''

''deposit''  –  '''lo sorcu'''

''descendant''  –  '''lo se dzena'''

''<small>to</small> describe''  –  '''skicu'''

''described''  –  '''lo se skicu'''

''describer''  –  '''lo skicu'''

''description''  –  '''lo ve skicu'''

''<small>to</small> deserve''  –  '''jerna'''

''deserved''  –  '''lo se jerna'''

''deserving''  –  '''lo jerna'''

''<small>to</small> design plot''  –  '''platu'''

''designer''  –  '''lo enge'''

''desirable (nice)''  –  '''lo zabna'''

''<small>to</small> desire''  –  '''djica'''

''<small>something</small> desired''  –  '''lo se djica'''

''<small>to</small> despise''  –  '''xebni'''

''destination of a ride''  –  '''lo se klama'''

''destiny''  –  '''lo dimna'''

''<small>to</small> destroy''  –  '''daspo'''

''destroyed''  –  '''lo se daspo'''

''destroyer''  –  '''lo daspo'''

''detail''  –  '''lo tcila'''

''<small>in</small> detail''  –  '''to&apos;u nai'''

''detailed''  –  '''lo se tcila'''

''<small>to</small> detect''  –  '''ganse'''

''<small>to</small> develop into''  –  '''farvi'''

''dictionary''  –  '''lo vlaste'''

''<small>to</small> die''  –  '''co&apos;a morsi'''

''<small>to</small> differ from''  –  '''frica'''

''different''  –  '''lo drata'''

''<small>something</small> different''  –  '''lo frica'''

''difficult''  –  '''lo nandu'''

''<small>to</small> dig''  –  '''kakpa'''

''digger''  –  '''lo kakpa'''

''digit (of body)''  –  '''lo degji'''

''dim''  –  '''lo kandi'''

''dim sum (dish)''  –  '''lo pelmeni'''

''dimension''  –  '''lo cimde'''

''diplomat''  –  '''lo jansu'''

''diplomatic negotiation''  –  '''lo te jansu'''

''direct (constant without interruption)''  –  '''lo klina'''

''direct (straight)''  –  '''lo sirji'''

''<small>to</small> direct (to aim at)''  –  '''jai zu&apos;e farna'''

''<small>to</small> direct (to manage)''  –  '''sazri'''

''direction''  –  '''lo farna'''

''direction of a wind''  –  '''lo se brife'''

''direction of rotation''  –  '''lo te carna'''

''dirt''  –  '''lo dertu'''

''dirty (full of dirt)''  –  '''culno lo dertu'''

''<small>to</small> discover''  –  '''facki'''

''discoverer''  –  '''lo facki'''

''discovery''  –  '''lo se facki'''

''<small>to</small> discuss''  –  '''casnu'''

''disease''  –  '''lo te bilma'''

''disease cured''  –  '''lo te mikce'''

''disease prevented by vaccine''  –  '''lo te jinku'''

''disgusting''  –  '''lo rigni'''

''dish of a meal''  –  '''lo se sanmi'''

''<small>to</small> disrupt''  –  '''dicra'''

''<small>to</small> disrupt''  –  '''zunti'''

''disrupted''  –  '''lo se zunti'''

''<small>to</small> dissolve''  –  '''runta'''

''dissolving''  –  '''lo runta'''

''distant''  –  '''lo darno'''

''distressed''  –  '''lo dunku'''

''distressing event''  –  '''lo se dunku'''

''distributed''  –  '''lo fatri'''

''<small>to</small> disturb''  –  '''raktu'''

''disturbed''  –  '''lo se raktu'''

''ditto (the same thing)''  –  '''mi&apos;u'''

''<small>to</small> dive into''  –  '''sfubu'''

''diver''  –  '''lo sfubu'''

''<small>to</small> divide''  –  '''fendi'''

''divided''  –  '''lo se fendi'''

''dividend of a quotient''  –  '''lo se dilcu'''

''divider''  –  '''lo fendi'''

''<small>not</small> divisible''  –  '''lo selci'''

''divisor of a quotient''  –  '''lo te dilcu'''

''<small>to</small> do (to act)''  –  '''zukte'''

''doctor''  –  '''lo mikce'''

''document''  –  '''lo uencu'''

''document to be read from''  –  '''lo te tcidu'''

''dog''  –  '''lo gerku'''

''doll''  –  '''lo bambola'''

''dolphin''  –  '''lo delfinu'''

''domain of a universe''  –  '''lo se munje'''

''domain of function arguments''  –  '''lo se fancu'''

''<small>to</small> donate''  –  '''dunda'''

''<small>I am</small> done talking''  –  '''mu&apos;o'''

''donkey''  –  '''lo xasli'''

''door''  –  '''lo gacri be lo vorme'''

''doorway''  –  '''lo vorme'''

''dot (symbol)''  –  '''denpa bu'''

''doubt''  –  '''lo nu senpi'''

''<small>to</small> doubt''  –  '''senpi'''

''doubtless (likely)''  –  '''la&apos;a sai'''

''doubtless (who doesn&apos;t doubt)''  –  '''lo na senpi'''

''down from ...''  –  '''ni&apos;a'''

''dozen''  –  '''gai'''

''<small>to</small> drag''  –  '''lacpu'''

''<small>something</small> dragged''  –  '''lo se lacpu'''

''drain''  –  '''lo te rinci'''

''<small>to</small> drain''  –  '''rinci'''

''draining liquid''  –  '''lo rinci'''

''drawer''  –  '''lo dacru'''

''dream''  –  '''lo se senva'''

''<small>to</small> dream about''  –  '''senva'''

''dreamer''  –  '''lo senva'''

''dreary''  –  '''lo tolzdi'''

''dress''  –  '''lo pastu'''

''<small>to</small> drink''  –  '''pinxe'''

''drinker''  –  '''lo pinxe'''

''<small>to</small> drive (e.g. a machine)''  –  '''sazri'''

''driven''  –  '''lo se sazri'''

''driver''  –  '''lo sazri'''

''drop''  –  '''lo dirgo'''

''<small>to</small> drop (let fall)''  –  '''curmi lo nu farlu'''

''drum''  –  '''lo damri'''

''<small>something</small> drunk''  –  '''lo se pinxe'''

''dry''  –  '''lo sudga'''

''duck''  –  '''lo datka'''

''due to ...''  –  '''se xau'''

''duh! (confusion''  –  '''ua nai'''

''dull (boring)''  –  '''lo tolzdi'''

''dumplings''  –  '''lo pelmeni'''

''during ...''  –  '''ca'''

''during ...''  –  '''ze&apos;i'''

''during ...''  –  '''ze&apos;u'''

''during ... ''  –  '''ze&apos;a'''

''dust''  –  '''lo pulce'''

''duty''  –  '''lo se bilga'''

''<small>to</small> dwell''  –  '''xabju'''

''E (hex digit)''  –  '''xei'''

''e (letter)''  –  '''e bu'''

''e (number)''  –  '''te&apos;o'''

''e.g.''  –  '''mu&apos;a'''

''each''  –  '''ro'''

''each of the ...''  –  '''ro lo'''

''each other''  –  '''zu&apos;ai'''

''ear''  –  '''lo kerlo'''

''earlier event''  –  '''lo purci'''

''earlier event''  –  '''lo se balvi'''

''early event''  –  '''lo clira'''

''<small>to</small> earn (deserve)''  –  '''jerna'''

''earnest''  –  '''lo junri'''

''earth (planet)''  –  '''lo terdi'''

''earth (soil)''  –  '''lo dertu'''

''eastern''  –  '''lo stuna'''

''easy''  –  '''lo frili'''

''<small>to</small> eat''  –  '''citka'''

''eaten''  –  '''lo se citka'''

''eater''  –  '''lo citka'''

''<small>to</small> echo''  –  '''minra'''

''echoed''  –  '''lo se minra'''

''economic system''  –  '''lo jikni'''

''edge''  –  '''lo korbi'''

''<small>something with an</small> edge''  –  '''lo se korbi'''

''Eduard (personal name)''  –  '''la edvard'''

''eek! (fear)''  –  '''ii'''

''effect''  –  '''lo se rinka'''

''egg''  –  '''lo sovda'''

''eight''  –  '''bi'''

''either ... or ...''  –  '''jo nai'''

''either ... or ...''  –  '''o nai'''

''elastic''  –  '''lo pruni'''

''elbow''  –  '''lo cidni'''

''electric''  –  '''lo letri'''

''electronic''  –  '''lo di&apos;anzi'''

''elephant''  –  '''lo xanto'''

''eleven''  –  '''fei'''

''elf''  –  '''lo crida'''

''embryo''  –  '''lo tarbi'''

''<small>to</small> emit''  –  '''dirce'''

''emitter''  –  '''lo dirce'''

''emotion''  –  '''lo se cinmo'''

''emotional (live being)''  –  '''lo cinmo'''

''emphasis (something emphasized)''  –  '''lo se basna'''

''<small>to</small> emphasize''  –  '''basna'''

''employed''  –  '''lo se jibri'''

''empty''  –  '''lo kunti'''

''<small>to</small> enclose''  –  '''sruri'''

''enclosed''  –  '''lo se sruri'''

''enclosing''  –  '''lo sruri'''

''<small>to</small> encounter''  –  '''penmi'''

''encountered''  –  '''lo se penmi'''

''encrypted text''  –  '''lo mifra'''

''<small>not</small> encrypted text''  –  '''lo se mifra'''

''end (ending)''  –  '''lo fanmo'''

''<small>to</small> end''  –  '''jai gau fanmo'''

''endeavor)''  –  '''a&apos;i'''

''<small>to</small> endure''  –  '''renvi'''

''enemy''  –  '''lo bradi'''

''<small>someone who has an</small> enemy''  –  '''lo se bradi'''

''energy''  –  '''lo nejni'''

''<small>type of</small> energy''  –  '''lo se nejni'''

''engine''  –  '''lo matra'''

''English''  –  '''lo glico'''

''enjoyable''  –  '''lo zabna'''

''enough''  –  '''rau'''

''<small>to</small> enter''  –  '''klama lo nenri'''

''enthusiastic''  –  '''lo entuzi'''

''envious''  –  '''lo jilra'''

''environment''  –  '''lo se vanbi'''

''<small>in</small> environment ...''  –  '''va&apos;o'''

''<small>part of an</small> environment''  –  '''lo vanbi'''

''<small>to</small> envy''  –  '''jilra'''

''equal''  –  '''lo dunli'''

''<small>to be</small> equal to''  –  '''du'''

''equally''  –  '''du&apos;i'''

''equally (in importance)''  –  '''ra&apos;u cu&apos;i'''

''era''  –  '''lo cedra'''

''<small>to</small> erode''  –  '''guska'''

''<small>to</small> erode''  –  '''sraku'''

''erosive''  –  '''lo guska'''

''err (hesitation noise)''  –  '''y'''

''<small>to</small> err in''  –  '''srera'''

''error''  –  '''lo se srera'''

''<small>to</small> escape fate''  –  '''rivbi'''

''eternally''  –  '''ze&apos;e'''

''ethereal''  –  '''lo pruxi'''

''ethical standards''  –  '''lo marde'''

''ethics''  –  '''lo marde'''

''eureka! (discovery)''  –  '''ua'''

''Europe''  –  '''la e&apos;uropas'''

''European''  –  '''lo ropno'''

''<small>to</small> evaporate''  –  '''febvi'''

''even (surprisingly)''  –  '''ue'''

''evening''  –  '''lo vanci'''

''event being prevented''  –  '''lo se fanta'''

''event celebrated''  –  '''lo se salci'''

''event justified''  –  '''lo se krinu'''

''ever (at any time)''  –  '''ca ro da'''

''<small>hasn&apos;t</small> ever''  –  '''nu&apos;o'''

''every (each)''  –  '''ro lo'''

''evidence''  –  '''lo tolna&apos;e'''

''evil''  –  '''lo palci'''

''<small>to</small> evolve into''  –  '''farvi'''

''Eww! (repulsion)''  –  '''a&apos;u nai'''

''exact''  –  '''lo satci'''

''example''  –  '''lo mupli'''

''<small>for</small> example''  –  '''mu&apos;a'''

''<small>to</small> exceed''  –  '''zmadu'''

''<small>all</small> except ...''  –  '''da&apos;a'''

''excess''  –  '''lo zildukse'''

''excrement''  –  '''lo kalci'''

''excrement''  –  '''lo se vikmi'''

''<small>to</small> excrete''  –  '''vikmi'''

''excreted waste''  –  '''lo se vikmi'''

''execrable''  –  '''lo mabla'''

''<small>to</small> exist''  –  '''zasti'''

''existing''  –  '''lo zasti'''

''expansion area''  –  '''lo se preja'''

''<small>to</small> expect''  –  '''kanpe'''

''expensive''  –  '''lo kargu'''

''<small>to</small> experience''  –  '''lifri'''

''experienced by...''  –  '''ri&apos;i'''

''experienced event''  –  '''lo se lifri'''

''experiencer''  –  '''lo lifri'''

''expert''  –  '''lo certu'''

''<small>to</small> explain''  –  '''ciksi'''

''explanation''  –  '''lo ve ciksi'''

''<small>to</small> explode''  –  '''spoja'''

''exploding''  –  '''lo spoja'''

''explosive of a bomb''  –  '''lo se jbama'''

''exponent''  –  '''lo te tenfa'''

''exponential''  –  '''te&apos;o'''

''exponential base''  –  '''lo se tenfa'''

''exponential result''  –  '''lo tenfa'''

''expounder''  –  '''lo ciksi'''

''<small>to</small> express (to communicate)''  –  '''cusku'''

''<small>to</small> express (to communicate)''  –  '''smusku'''

''<small>to</small> extend''  –  '''kuspe'''

''<small>to</small> extend to''  –  '''tcena'''

''external genitalia''  –  '''lo plibu'''

''extreme''  –  '''lo mutce'''

''eye''  –  '''lo kanla'''

''F (hex digit)''  –  '''vai'''

''f (letter)''  –  '''fy'''

''fabulous''  –  '''lo zabna'''

''face''  –  '''lo flira'''

''fact''  –  '''lo fatci'''

''<small>in</small> fact''  –  '''ca&apos;a'''

''factory''  –  '''lo fanri'''

''factual''  –  '''lo fatci'''

''<small>to</small> fail at''  –  '''fliba'''

''fairy''  –  '''lo crida'''

''<small>to</small> fall to''  –  '''farlu'''

''false''  –  '''lo jitfa'''

''<small>it&apos;s</small> false that ...''  –  '''na ku'''

''family''  –  '''lo lanzu'''

''family member''  –  '''lo se lanzu'''

''famous''  –  '''lo misno'''

''fancier (liker)''  –  '''lo nelci'''

''far away''  –  '''vu'''

''<small>to bid</small> farewell to''  –  '''tolrinsa'''

''farm''  –  '''lo cange'''

''farm production''  –  '''lo ve cange'''

''farmer''  –  '''lo te cange'''

''<small>to</small> fart''  –  '''kafke'''

''fast''  –  '''lo sutra'''

''fast done''  –  '''lo se sutra'''

''<small>to</small> fasten''  –  '''lasna'''

''fastened''  –  '''lo jorne'''

''fastened''  –  '''lo se lasna'''

''fastener''  –  '''lo lasna'''

''fat''  –  '''lo plana'''

''father''  –  '''lo patfu'''

''father of an embryo''  –  '''lo te tarbi'''

''favorable''  –  '''lo zabna'''

''<small>causing</small> fear''  –  '''lo se terpa'''

''<small>to</small> fear''  –  '''terpa'''

''fearful''  –  '''lo terpa'''

''feather''  –  '''lo pimlu'''

''feathered''  –  '''lo se pimlu'''

''feature''  –  '''lo tcila'''

''<small>having</small> features''  –  '''lo se tcila'''

''<small>to</small> feel''  –  '''lifri'''

''feeling (impression)''  –  '''lo se cinmo'''

''feeling (sensation)''  –  '''lo se ganse'''

''feeling (what is felt)''  –  '''lo se lifri'''

''female''  –  '''lo fetsi'''

''feminine trait''  –  '''lo te fetsi'''

''fence''  –  '''lo bitmu'''

''fertile''  –  '''lo ferti'''

''fertilized cell''  –  '''lo tsiju'''

''few''  –  '''so&apos;u'''

''<small>too</small> few''  –  '''mo&apos;a'''

''field''  –  '''lo foldi'''

''<small>crop</small> field''  –  '''lo te crepu'''

''field of expertise''  –  '''lo se certu'''

''field of mathematics''  –  '''lo se cmaci'''

''fifteen''  –  '''vai'''

''fig''  –  '''lo figre'''

''<small>to</small> fight''  –  '''damba'''

''fighter''  –  '''lo damba'''

''filament of a cable, rope''  –  '''lo se skori'''

''file (record)''  –  '''lo vreji'''

''<small>to</small> fill with''  –  '''tisna'''

''film''  –  '''lo skina'''

''filter''  –  '''lo julne'''

''final part''  –  '''lo ultime'''

''finale''  –  '''lo ultime'''

''finally (in the end)''  –  '''ca lo fanmo'''

''finally (lastly)''  –  '''ro mai'''

''<small>to</small> find''  –  '''tolcri'''

''fine! (approval)''  –  '''i&apos;e'''

''finger''  –  '''lo degji'''

''fingernail''  –  '''lo jgalu'''

''finish''  –  '''lo fanmo'''

''<small>to</small> finish''  –  '''jai gau mulno'''

''fire''  –  '''lo fagri'''

''firm''  –  '''lo jdari'''

''first''  –  '''pa moi'''

''firstly''  –  '''pa mai'''

''fish''  –  '''lo finpe'''

''<small>to</small> fit (to suit)''  –  '''mapti'''

''fitting (e.g. of a dress)''  –  '''lo no&apos;e tagji'''

''fitting (matching)''  –  '''lo mapti'''

''five''  –  '''mu'''

''<small>to</small> fix (repair)''  –  '''cikre'''

''<small>to</small> fix (to make rigid)''  –  '''jai gau tinsa'''

''flag''  –  '''lo lanci'''

''flan''  –  '''lo torta'''

''flask''  –  '''lo botpi'''

''flavor''  –  '''lo vrusi'''

''flavor of a seasoning''  –  '''lo se tsapi'''

''flavour of a seasoning''  –  '''lo se tsapi'''

''flaw''  –  '''lo cfila'''

''flawed''  –  '''lo se cfila'''

''flea''  –  '''lo civla'''

''flexible''  –  '''lo toltinsa'''

''<small>to</small> flirt with''  –  '''firca'''

''<small>to</small> float''  –  '''fulta'''

''floor''  –  '''lo loldi'''

''flow''  –  '''lo flu&apos;ente'''

''flow (current)''  –  '''lo flecu'''

''<small>to</small> flow''  –  '''flecu'''

''<small>to</small> flow''  –  '''flu&apos;ente'''

''flower''  –  '''lo flora'''

''flower''  –  '''lo xrula'''

''flu''  –  '''lo influ&apos;enza'''

''fluent''  –  '''lo flu&apos;ente'''

''fluid''  –  '''lo flu&apos;ente'''

''fluid of a well''  –  '''lo se jinto'''

''<small>to</small> flush''  –  '''rinci'''

''flustered''  –  '''lo burna'''

''flute''  –  '''lo flani'''

''fly (insect)''  –  '''lo sfani'''

''<small>to</small> fly''  –  '''vofli'''

